ID,year,length,weight,stage
670,2010,677.2780773,106.1424278,Adult
671,2009,359.5275647,4.938346534,Adult
672,2012,751.7284781,89.11723233,Adult
673,2009,298.3139889,2.662869682,Adult
674,2010,635.5193802,88.38265197,Adult
675,2010,242.7974086,4.280852168,Juv
676,2011,588.0609763,207.0508886,Adult
677,2010,598.1332221,99.43661179,Adult
678,2009,483.7914435,11.04096912,Adult
679,2011,219.7568559,7.745123038,Juv
680,2009,279.3415829,2.000725051,Adult
681,2009,548.3288996,15.51896675,Adult
682,2010,667.5345018,116.1605824,Adult
683,2012,541.9813316,31.32267295,Adult
684,2012,270.4767203,4.481379334,Adult
685,2012,464.127879,25.16228956,Adult
686,2011,722.9412199,576.4538557,Adult
687,2012,305.8275633,6.738486671,Adult
688,2012,366.6617551,14.76042797,Adult
689,2012,345.1003192,8.043791183,Adult
690,2009,331.26017,3.587084728,Adult
691,2010,329.2482884,12.759554,Adult
692,2010,430.1978794,23.93117253,Adult
693,2012,315.1195301,7.414742972,Adult
694,2012,269.375634,4.526677588,Juv
695,2012,242.7004721,3.516657269,Juv
696,2010,700.9437548,115.4038774,Adult
697,2009,762.2164668,46.06034746,Adult
698,2011,399.6911905,84.64274915,Adult
699,2011,521.8688951,71.68032381,Adult
700,2010,295.4415199,9.015421115,Adult
701,2009,394.9485882,6.639058686,Adult
702,2011,234.0970391,9.555413343,Juv
703,2012,643.9948235,58.68152141,Adult
704,2010,478.9831076,34.85208711,Adult
705,2009,523.6924285,17.09674061,Adult
706,2010,392.6577703,21.34124539,Adult
707,2011,212.4449028,6.148956506,Juv
708,2010,554.2029206,54.34188249,Adult
709,2012,727.8636109,64.4874812,Adult
710,2010,459.5892788,41.04971662,Adult
711,2011,355.7476064,52.10502839,Adult
712,2010,584.2061076,85.43768337,Adult
713,2010,665.4859563,116.6348755,Adult
714,2012,543.6599528,34.6115496,Adult
715,2012,570.1839841,38.84262847,Adult
716,2010,224.2916247,4.926659772,Juv
717,2011,600.3449671,268.1578599,Adult
718,2012,608.9760171,44.19971983,Adult
719,2012,688.4327181,65.49630798,Adult
720,2012,368.8466108,12.12999776,Adult
721,2011,781.0657097,497.4828763,Adult
722,2011,416.982003,74.45981771,Adult
723,2009,492.4573445,13.38305395,Adult
724,2012,286.4773041,5.064822916,Adult
725,2009,253.4253486,1.384663613,Juv
726,2009,687.7030899,32.40391084,Adult
727,2010,295.4593848,8.871361234,Adult
728,2009,375.6581476,6.415737037,Adult
729,2011,391.8649517,75.03110026,Adult
730,2012,650.3617374,40.81325187,Adult
731,2011,653.5524024,165.1237617,Adult
732,2011,237.8576294,11.51010571,Juv
733,2009,677.0610191,32.36319899,Adult
734,2011,420.8608426,64.7549813,Adult
735,2011,679.7919919,424.3272864,Adult
736,2010,701.3856219,195.3943244,Adult
737,2009,459.8187898,7.638164441,Adult
738,2009,468.1225591,10.58049639,Adult
739,2012,316.0324547,7.066804453,Adult
740,2012,592.4664881,36.34221445,Adult
741,2011,340.7432802,33.53454034,Adult
742,2012,693.7173502,87.00531487,Adult
743,2009,321.071176,2.820717865,Adult
744,2012,451.8347234,23.28215921,Adult
745,2012,554.3477162,36.06118006,Adult
746,2011,798.9007542,580.6858038,Adult
747,2010,383.6778255,17.53128733,Adult
748,2012,748.2225057,105.510811,Adult
749,2010,629.1319547,92.26834167,Adult
750,2010,694.2232614,118.1406448,Adult
751,2011,543.0094906,162.7554708,Adult
752,2011,790.3234113,502.5213082,Adult
753,2012,226.7492736,3.204089159,Juv
754,2012,748.4449681,76.97474419,Adult
755,2009,236.3608548,1.341209172,Juv
756,2011,489.8390985,134.619099,Adult
757,2011,619.2905145,278.0746568,Adult
758,2010,542.052683,68.99462069,Adult
759,2012,684.2432416,68.12045528,Adult
760,2012,208.327563,2.684791724,Juv
761,2011,690.9375159,467.0686307,Adult
762,2011,508.8644481,132.6146166,Adult
763,2011,360.7123693,41.26341369,Adult
764,2010,605.4093243,71.18310592,Adult
765,2011,410.9379667,90.77022679,Adult
766,2010,386.2943104,13.76813418,Adult
767,2011,539.2222398,113.3279677,Adult
768,2012,229.667457,3.024617907,Juv
769,2009,762.2585594,50.73827924,Adult
770,2009,620.7554997,22.04243183,Adult
771,2011,351.8988384,43.78660059,Adult
772,2009,733.3690539,25.63972263,Adult
773,2011,319.3129356,25.32794997,Adult
774,2009,615.8532779,25.1719337,Adult
775,2012,314.0594189,9.101933309,Adult
776,2010,644.7183921,106.3551439,Adult
777,2012,298.2147002,7.82945671,Adult
778,2009,364.4450312,4.021039411,Adult
779,2011,656.0009822,258.6730425,Adult
780,2009,207.3856078,0.819844269,Juv
781,2010,227.2811372,4.823260757,Juv
782,2012,524.0760838,34.98366427,Adult
783,2011,410.2571304,70.57753944,Adult
784,2010,635.7871717,104.8686764,Adult
785,2011,594.2855204,178.2908227,Adult
786,2012,568.0881137,43.16363737,Adult
787,2009,521.8675575,16.44840351,Adult
788,2012,741.7951452,85.55661216,Adult
789,2009,643.5566926,21.29663113,Adult
790,2012,330.8907321,8.2912704,Adult
791,2010,503.9096442,38.80088252,Adult
792,2011,633.0718289,227.515679,Adult
793,2012,753.6707777,97.09003359,Adult
794,2011,201.9205928,8.240996784,Juv
795,2010,422.2769859,11.59457779,Adult
796,2009,423.7959705,8.400490394,Adult
797,2012,487.8547577,25.17273297,Adult
798,2009,216.709422,0.886079067,Juv
799,2011,258.011046,15.39763265,Juv
800,2010,799.5891338,174.7276848,Adult
801,2010,384.8582003,18.71308969,Adult
802,2011,373.4752188,57.84573506,Adult
803,2011,722.6545411,399.5744797,Adult
804,2009,203.971011,0.805542092,Juv
805,2012,610.0464989,47.19236722,Adult
806,2011,770.9874657,458.513143,Adult
807,2010,522.8239288,49.73330075,Adult
808,2009,200.0651963,0.89593361,Juv
809,2010,247.5690378,5.595416122,Juv
810,2010,504.0893027,58.35067475,Adult
811,2009,250.1460254,1.246783707,Juv
812,2011,282.9301499,27.84862667,Adult
813,2012,521.3252171,33.91541913,Adult
814,2010,500.1235585,39.11832012,Adult
815,2011,257.2976581,10.26597733,Juv
816,2012,414.1299613,14.13648555,Adult
817,2012,346.6745484,11.16304778,Adult
818,2010,321.313649,13.0191839,Adult
819,2010,726.3180364,224.3483804,Adult
820,2009,285.3371856,2.052515567,Adult
821,2010,700.8146838,136.2895611,Adult
822,2012,296.5769653,5.92540009,Adult
823,2010,278.2237976,8.938124023,Adult
824,2011,521.8200893,106.8642668,Adult
825,2011,713.5993457,441.0910511,Adult
826,2012,258.757854,3.663747924,Juv
827,2012,516.2524343,28.32887003,Adult
828,2010,551.6156008,58.48331069,Adult
829,2010,589.5357921,66.89718407,Adult
830,2011,375.3564922,48.67799614,Adult
831,2009,656.930291,19.43603502,Adult
832,2011,524.1943152,148.7018576,Adult
833,2012,533.1444345,36.6502135,Adult
834,2010,717.7272865,188.7006754,Adult
835,2010,764.1442138,124.1302863,Adult
836,2009,611.9572005,27.41001827,Adult
837,2012,226.2894103,1.955908039,Juv
838,2012,358.8528957,13.32330697,Adult
839,2009,788.4827286,44.64299403,Adult
840,2009,330.2868315,2.947068816,Adult
841,2010,463.1247723,22.40549375,Adult
842,2010,240.4425751,3.093087033,Juv
843,2011,715.9139839,349.7282457,Adult
844,2010,614.2409844,63.85016782,Adult
845,2011,253.8686271,17.95770304,Juv
846,2009,603.6764102,16.93499247,Adult
847,2009,214.7785379,1.075478552,Juv
848,2011,258.0225578,13.46342454,Juv
849,2010,757.2321258,181.4228524,Adult
850,2009,426.0963686,6.091978988,Adult
851,2012,614.2685775,52.03705936,Adult
852,2012,357.1839962,8.867829186,Adult
853,2010,397.629351,24.58464432,Adult
854,2010,647.0063547,95.69156268,Adult
855,2011,772.0604884,590.3889089,Adult
856,2009,663.2017238,23.93982871,Adult
857,2011,525.1814215,173.0690762,Adult
858,2011,410.2805871,69.97602508,Adult
859,2011,252.5120051,16.63038693,Juv
860,2010,722.5597512,158.3982287,Adult
861,2009,532.2361577,11.81103772,Adult
862,2011,667.6273635,287.474422,Adult
863,2009,600.4505708,30.2151976,Adult
864,2009,209.0867904,0.747579639,Juv
865,2009,306.6245688,2.230708984,Adult
866,2011,510.510956,109.5565743,Adult
867,2012,618.9104699,59.78392938,Adult
868,2011,539.9635217,183.0274531,Adult
869,2010,209.0596869,3.50229162,Juv
870,2012,706.0472916,87.07446676,Adult
871,2011,640.5954879,294.3754809,Adult
872,2010,783.4170543,218.5837394,Adult
873,2011,607.4068406,300.4562638,Adult
874,2011,406.2331081,72.91633196,Adult
875,2010,291.9851867,8.926556828,Adult
876,2009,786.3460717,38.23828618,Adult
877,2012,486.9963477,21.1630253,Adult
878,2010,442.0210327,32.57974705,Adult
879,2010,330.5470805,15.29183697,Adult
880,2009,217.2711601,0.940516568,Juv
881,2010,551.1537096,52.5770799,Adult
882,2010,494.0480839,46.95666388,Adult
883,2009,276.6416566,2.134494645,Adult
884,2009,555.9278789,14.98260538,Adult
885,2012,472.1893652,22.63233298,Adult
886,2012,394.520691,13.03652133,Adult
887,2011,408.0939867,70.41833096,Adult
888,2010,747.489654,200.0114113,Adult
889,2010,610.2377341,78.10909797,Adult
890,2009,275.6059109,2.025293753,Adult
891,2010,775.9269049,147.4328364,Adult
892,2009,416.7596405,6.099161753,Adult
893,2009,222.3846769,0.980853861,Juv
894,2009,469.9581476,8.596807975,Adult
895,2012,420.3569084,15.56057308,Adult
896,2010,501.0440961,54.85169485,Adult
897,2011,480.1570331,111.8421742,Adult
898,2010,526.9960565,64.95691268,Adult
899,2012,474.9496922,24.39865471,Adult
900,2011,734.9289196,559.191812,Adult
901,2009,402.1786483,7.927524135,Adult
902,2009,383.1859037,6.434068447,Adult
903,2009,289.1188367,2.317101688,Adult
904,2011,509.9145174,121.5130342,Adult
905,2012,780.3001822,90.92908749,Adult
906,2011,421.236021,39.89367621,Adult
907,2011,683.7947826,455.7728207,Adult
908,2009,228.2892184,1.632405482,Juv
909,2012,223.2850878,2.907461452,Juv
910,2009,378.6780025,4.526399124,Adult
911,2010,489.7122095,54.18996864,Adult
912,2010,744.6338169,112.3700881,Adult
913,2009,215.7606222,1.038211411,Juv
914,2010,420.5899593,20.62544006,Adult
915,2010,478.3046811,45.80540214,Adult
916,2011,267.4464637,15.91449068,Juv
917,2010,439.0902041,33.61993665,Adult
918,2009,568.9975416,19.18032567,Adult
919,2010,207.7359538,3.474916761,Juv
920,2009,520.799308,11.83145322,Adult
921,2010,546.3752354,65.2102379,Adult
922,2012,772.4826334,92.90211471,Adult
923,2011,363.6481201,46.22956111,Adult
924,2009,634.3112128,32.04470243,Adult
925,2012,627.995988,42.11287011,Adult
926,2012,491.2070878,29.05362311,Adult
927,2011,336.711329,37.94558017,Adult
928,2012,302.9272878,6.860455394,Adult
929,2012,606.8668119,44.72813496,Adult
930,2010,368.5792995,18.04694893,Adult
931,2009,418.3246983,7.31079633,Adult
932,2009,244.4656935,1.476992527,Juv
933,2011,671.2565094,430.4798632,Adult
934,2009,267.5133453,2.447788711,Juv
935,2012,630.1721331,65.49966818,Adult
936,2009,662.8317122,33.40411776,Adult
937,2011,515.3869596,173.9878172,Adult
938,2011,284.2848232,23.78957592,Adult
939,2012,651.6305129,60.7938922,Adult
940,2010,567.2625626,83.16978478,Adult
941,2011,379.0471623,49.34945322,Adult
942,2009,461.1210022,10.59203363,Adult
943,2009,489.4665108,9.157493962,Adult
944,2012,280.8071045,7.776736463,Adult
945,2009,366.9222131,5.171117288,Adult
946,2009,306.7649866,2.684626132,Adult
947,2011,527.9820951,195.6367465,Adult
948,2012,661.679079,62.94899709,Adult
949,2010,539.0446078,56.04443522,Adult
950,2010,406.4457033,18.11460359,Adult
951,2012,589.1667909,44.93592983,Adult
952,2010,610.9415951,95.05314079,Adult
953,2011,719.9530009,418.8234686,Adult
954,2009,642.2233758,24.12372432,Adult
955,2012,520.7170979,20.07368436,Adult
956,2009,429.7184456,9.389020371,Adult
957,2010,339.0660211,16.90214004,Adult
958,2009,466.0523912,10.07632193,Adult
959,2011,399.8853248,74.35533342,Adult
960,2012,687.4827492,68.40911733,Adult
961,2011,384.6668061,83.92016072,Adult
962,2010,743.824551,164.9261563,Adult
963,2012,306.0934629,5.201177851,Adult
964,2011,281.8030905,20.97051645,Adult
965,2009,671.1403316,33.36601806,Adult
966,2011,604.6352681,266.0503394,Adult
967,2011,713.6591682,434.0591886,Adult
968,2010,259.3001463,6.781987926,Juv
969,2011,533.3927652,158.5849565,Adult
970,2011,675.416854,296.650397,Adult
971,2011,483.9926959,102.6973336,Adult
972,2012,798.846131,99.68805271,Adult
973,2009,358.5573439,3.926073035,Adult
974,2011,407.2894749,74.57731717,Adult
975,2010,615.5863685,53.90342717,Adult
976,2012,461.6160685,27.06010504,Adult
977,2009,421.9343295,6.799812299,Adult
978,2011,337.5036068,35.9758317,Adult
979,2011,714.0612948,482.7400142,Adult
980,2010,461.6526617,43.48587671,Adult
981,2012,712.8840433,64.53120365,Adult
982,2009,236.5503214,1.186022421,Juv
983,2011,330.9257929,29.93198623,Adult
984,2010,742.9762924,154.5371934,Adult
985,2010,287.4832619,5.202658943,Adult
986,2011,779.1865255,471.8900227,Adult
987,2009,793.479606,60.77964196,Adult
988,2009,668.5109934,37.45724556,Adult
989,2009,784.0526966,56.39176019,Adult
990,2009,729.7410539,33.16384798,Adult
991,2010,320.9272128,9.188976357,Adult
992,2012,575.2960395,47.36252339,Adult
993,2011,775.7792044,700.5387646,Adult
994,2011,337.9877679,36.54215978,Adult
995,2009,234.8695036,2.071762149,Juv
996,2012,792.7669048,69.21273748,Adult
997,2011,499.1432798,169.309587,Adult
998,2010,303.3289937,7.467154477,Adult
999,2010,234.7681355,5.618446226,Juv
1000,2009,786.4304767,51.41077181,Adult
