OrganismID,InvertDataID,PhysicalDataID,StationCodes,Date,WaterTemperature,SecchiDiskDepth,EC,pH,DO,Turbidity,DriftData,EnteredBy.x,QA.QC.dBy.x,N,Volume_cubic_meters,Rotor_Constant,Distance_in_meters,StartMeterEndMeter_Diff,Comments,Year,Month,ConditionCode,StartTime,StopTime,SetTime,DriftStartMeter,DriftEndMeter,FlowMeterSpeed,FieldComments,EnteredBy.y,QA.QC.dBy.y,InvertCode.x,SampleVolume,InvertCatchID,Count,InvertCode.y,Classification,Order.x,Family.x,Category,Phylum,Class,Order.y,Family.y,Species
46,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.434584411,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3847,3,NA,,,,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,
58,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.869168822,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3862,6,NA,,,,Terrestrial Non-Insects,,Arachnida,Araneida,,
63,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,1.158891763,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3857,8,NA,,,,Terrestrial Insects,,,Coleoptera,,
64,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,3.476675289,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3858,24,NA,,,,Terrestrial Insects,,,Diptera,,
66,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.434584411,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3861,3,NA,,,,Terrestrial Insects,,,Hymenoptera,,
68,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,2.028060585,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3860,14,NA,,,,Terrestrial Insects,,,Collembola,,
71,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,3.476675289,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3856,24,NA,,,,Terrestrial Insects,,,Hemiptera,,
73,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.14486147,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3859,1,NA,,,,Terrestrial Insects,,,Lepidoptera,,
94,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.14486147,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3855,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Hydrachnida,Unionicolidae,
104,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.14486147,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3852,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Decapoda,Palaemonidae,
125,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.14486147,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3854,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Oribatei,,
136,495,582,STTD,2012/3/22,14.30000019,0.25,616,7.949999809,8.279999733,70.09999847,TRUE,ahsiung,lrojas,0.724307352,6.903146831,51020,241.5799416,4735,Very cloudy,2012,3,1,1/0/1900,1/0/1900,10,948565,953300,Low,,jshen,,NA,NA,3853,5,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Acari,,
5,496,583,STTD,2012/5/2,20.29999924,0.239999995,843,8.069999695,6.909999847,80.09999847,TRUE,srohrer,lrojas,1.275958925,5.486070016,51020,191.988452,3763,,2012,5,1,1/0/1900,1/0/1900,10,923737,927500,Low,,jshen,,NA,NA,3864,7,NA,,,,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Tubificidae,
9,496,583,STTD,2012/5/2,20.29999924,0.239999995,843,8.069999695,6.909999847,80.09999847,TRUE,srohrer,lrojas,0.182279846,5.486070016,51020,191.988452,3763,,2012,5,1,1/0/1900,1/0/1900,10,923737,927500,Low,,jshen,,NA,NA,3866,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,
34,496,583,STTD,2012/5/2,20.29999924,0.239999995,843,8.069999695,6.909999847,80.09999847,TRUE,srohrer,lrojas,0.182279846,5.486070016,51020,191.988452,3763,,2012,5,1,1/0/1900,1/0/1900,10,923737,927500,Low,,jshen,,NA,NA,3863,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
139,496,583,STTD,2012/5/2,20.29999924,0.239999995,843,8.069999695,6.909999847,80.09999847,TRUE,srohrer,lrojas,0.182279846,5.486070016,51020,191.988452,3763,,2012,5,1,1/0/1900,1/0/1900,10,923737,927500,Low,,jshen,,NA,NA,3865,1,NA,,,,Aquatic Non-Insects,Mollusca,Gastropoda,,,
4,497,584,SHR,2012/5/2,15.80000019,0.810000002,87,7.849999905,9.770000458,NA,TRUE,srohrer,lrojas,0.287597091,3.47708663,51020,121.6828217,2385,NO TURBIDITY TAKEN,2012,5,1,1/0/1900,1/0/1900,10,927615,930000,Low,,jshen,,NA,NA,3869,1,NA,,,,Aquatic Non-Insects,Annelida,Oligochaeta,Haplotaxida,Naididae,
18,497,584,SHR,2012/5/2,15.80000019,0.810000002,87,7.849999905,9.770000458,NA,TRUE,srohrer,lrojas,0.862791273,3.47708663,51020,121.6828217,2385,NO TURBIDITY TAKEN,2012,5,1,1/0/1900,1/0/1900,10,927615,930000,Low,,jshen,,NA,NA,3870,3,NA,,,,Aquatic Non-Insects,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,
34,497,584,SHR,2012/5/2,15.80000019,0.810000002,87,7.849999905,9.770000458,NA,TRUE,srohrer,lrojas,0.862791273,3.47708663,51020,121.6828217,2385,NO TURBIDITY TAKEN,2012,5,1,1/0/1900,1/0/1900,10,927615,930000,Low,,jshen,,NA,NA,3868,3,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,497,584,SHR,2012/5/2,15.80000019,0.810000002,87,7.849999905,9.770000458,NA,TRUE,srohrer,lrojas,0.287597091,3.47708663,51020,121.6828217,2385,NO TURBIDITY TAKEN,2012,5,1,1/0/1900,1/0/1900,10,927615,930000,Low,,jshen,,NA,NA,3867,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
85,497,584,SHR,2012/5/2,15.80000019,0.810000002,87,7.849999905,9.770000458,NA,TRUE,srohrer,lrojas,0.862791273,3.47708663,51020,121.6828217,2385,NO TURBIDITY TAKEN,2012,5,1,1/0/1900,1/0/1900,10,927615,930000,Low,,jshen,,NA,NA,3871,3,NA,,,,Terrestrial Insects,,,Thysanoptera,,
15,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.105347729,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3877,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,
30,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.105347729,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3874,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,
32,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.105347729,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3876,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Ceratopogonidae,
34,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.316043186,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3875,3,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,1.369520474,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3873,13,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
46,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.210695458,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3872,2,NA,,,,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,
68,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.632086373,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3881,6,NA,,,,Terrestrial Insects,,,Collembola,,
71,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.421390915,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3880,4,NA,,,,Terrestrial Insects,,,Hemiptera,,
94,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.105347729,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3879,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Hydrachnida,Unionicolidae,
123,498,585,STTD,2012/4/4,15,0.170000002,618,8.140000343,8.18999958,121,TRUE,srohrer,lrojas,0.105347729,9.492373604,51020,332.1915522,6511,,2012,4,1,1/0/1900,1/0/1900,10,941989,948500,Low,,jshen,,NA,NA,3878,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Acari,Pionidae,
34,499,586,SHR,2012/4/4,12.5,0.219999999,88,8.289999962,10.85000038,59.29999924,TRUE,srohrer,lrojas,0.445112954,4.493241506,51020,157.2437972,3082,,2012,4,1,1/0/1900,1/0/1900,10,938618,941700,Low,,jshen,,NA,NA,3882,2,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
64,499,586,SHR,2012/4/4,12.5,0.219999999,88,8.289999962,10.85000038,59.29999924,TRUE,srohrer,lrojas,0.222556477,4.493241506,51020,157.2437972,3082,,2012,4,1,1/0/1900,1/0/1900,10,938618,941700,Low,,jshen,,NA,NA,3883,1,NA,,,,Terrestrial Insects,,,Diptera,,
9,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.120611757,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3890,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Corophiidae,
15,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.361835271,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3891,3,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,
20,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.120611757,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3889,1,NA,,,,Aquatic Non-Insects,Mollusca,Gastropoda,,Physidae,
30,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.603058785,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3886,5,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,
32,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.120611757,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3888,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Ceratopogonidae,
34,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.361835271,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3887,3,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.844282299,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3885,7,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
46,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.241223514,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3884,2,NA,,,,Aquatic Insects,Anthropoda,Insecta,Odonata,Coenagrionidae,
58,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.120611757,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3899,1,NA,,,,Terrestrial Non-Insects,,Arachnida,Araneida,,
63,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.723670542,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3895,6,NA,,,,Terrestrial Insects,,,Coleoptera,,
64,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,3.377129196,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3896,28,NA,,,,Terrestrial Insects,,,Diptera,,
66,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.361835271,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3898,3,NA,,,,Terrestrial Insects,,,Hymenoptera,,
68,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,3.256517439,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3897,27,NA,,,,Terrestrial Insects,,,Collembola,,
71,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,2.291623383,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3894,19,NA,,,,Terrestrial Insects,,,Hemiptera,,
123,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.241223514,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3893,2,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Acari,Pionidae,
136,500,587,STTD,2012/4/16,16.70000076,0.180000007,673,8.06000042,8.170000076,83.59999847,TRUE,srohrer,lrojas,0.603058785,8.291065687,51020,290.1510302,5687,,2012,4,1,1/0/1900,1/0/1900,10,929313,935000,Low,,jshen,,NA,NA,3892,5,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Acari,,
15,503,590,SHR,2012/5/17,18.89999962,1.049999952,102,7.78000021,9.789999962,33.09999847,TRUE,srohrer,lrojas,0.428699414,2.332636733,51020,81.63208163,1600,,2012,5,1,1/0/1900,1/0/1900,10,922400,924000,Low,,jshen,,NA,NA,3906,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,
30,503,590,SHR,2012/5/17,18.89999962,1.049999952,102,7.78000021,9.789999962,33.09999847,TRUE,srohrer,lrojas,0.428699414,2.332636733,51020,81.63208163,1600,,2012,5,1,1/0/1900,1/0/1900,10,922400,924000,Low,,jshen,,NA,NA,3904,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,
34,503,590,SHR,2012/5/17,18.89999962,1.049999952,102,7.78000021,9.789999962,33.09999847,TRUE,srohrer,lrojas,4.286994138,2.332636733,51020,81.63208163,1600,,2012,5,1,1/0/1900,1/0/1900,10,922400,924000,Low,,jshen,,NA,NA,3905,10,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,503,590,SHR,2012/5/17,18.89999962,1.049999952,102,7.78000021,9.789999962,33.09999847,TRUE,srohrer,lrojas,0.428699414,2.332636733,51020,81.63208163,1600,,2012,5,1,1/0/1900,1/0/1900,10,922400,924000,Low,,jshen,,NA,NA,3903,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
64,503,590,SHR,2012/5/17,18.89999962,1.049999952,102,7.78000021,9.789999962,33.09999847,TRUE,srohrer,lrojas,2.143497069,2.332636733,51020,81.63208163,1600,,2012,5,1,1/0/1900,1/0/1900,10,922400,924000,Low,,jshen,,NA,NA,3908,5,NA,,,,Terrestrial Insects,,,Diptera,,
120,503,590,SHR,2012/5/17,18.89999962,1.049999952,102,7.78000021,9.789999962,33.09999847,TRUE,srohrer,lrojas,0.428699414,2.332636733,51020,81.63208163,1600,,2012,5,1,1/0/1900,1/0/1900,10,922400,924000,Low,,jshen,,NA,NA,3907,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Trombidiformes,Lebertiidae,
13,504,591,STTD,2012/5/17,20.5,0.189999998,634,8.020000458,6.989999771,90.40000153,TRUE,srohrer,lrojas,0.341593158,2.927459099,51020,102.4482624,2008,,2012,5,1,1/0/1900,1/0/1900,10,919992,922000,Low,,jshen,,NA,NA,3910,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Mysidacea,Mysidae,
30,504,591,STTD,2012/5/17,20.5,0.189999998,634,8.020000458,6.989999771,90.40000153,TRUE,srohrer,lrojas,0.341593158,2.927459099,51020,102.4482624,2008,,2012,5,1,1/0/1900,1/0/1900,10,919992,922000,Low,,jshen,,NA,NA,3909,1,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,
58,504,591,STTD,2012/5/17,20.5,0.189999998,634,8.020000458,6.989999771,90.40000153,TRUE,srohrer,lrojas,0.341593158,2.927459099,51020,102.4482624,2008,,2012,5,1,1/0/1900,1/0/1900,10,919992,922000,Low,,jshen,,NA,NA,3914,1,NA,,,,Terrestrial Non-Insects,,Arachnida,Araneida,,
64,504,591,STTD,2012/5/17,20.5,0.189999998,634,8.020000458,6.989999771,90.40000153,TRUE,srohrer,lrojas,1.024779475,2.927459099,51020,102.4482624,2008,,2012,5,1,1/0/1900,1/0/1900,10,919992,922000,Low,,jshen,,NA,NA,3912,3,NA,,,,Terrestrial Insects,,,Diptera,,
66,504,591,STTD,2012/5/17,20.5,0.189999998,634,8.020000458,6.989999771,90.40000153,TRUE,srohrer,lrojas,0.341593158,2.927459099,51020,102.4482624,2008,,2012,5,1,1/0/1900,1/0/1900,10,919992,922000,Low,,jshen,,NA,NA,3913,1,NA,,,,Terrestrial Insects,,,Hymenoptera,,
94,504,591,STTD,2012/5/17,20.5,0.189999998,634,8.020000458,6.989999771,90.40000153,TRUE,srohrer,lrojas,0.341593158,2.927459099,51020,102.4482624,2008,,2012,5,1,1/0/1900,1/0/1900,10,919992,922000,Low,,jshen,,NA,NA,3911,1,NA,,,,Aquatic Non-Insects,Arthropoda,Arachnida,Hydrachnida,Unionicolidae,
32,505,592,SHR,2012/5/31,20.20000076,0.870000005,142,8.140000343,9.420000076,13.30000019,TRUE,srohrer,lrojas,2.600640994,1.538082346,51020,53.82615383,1055,,2012,5,1,1/0/1900,1/0/1900,10,914945,916000,Low,,jshen,,NA,NA,3916,4,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Ceratopogonidae,
34,505,592,SHR,2012/5/31,20.20000076,0.870000005,142,8.140000343,9.420000076,13.30000019,TRUE,srohrer,lrojas,3.250801242,1.538082346,51020,53.82615383,1055,,2012,5,1,1/0/1900,1/0/1900,10,914945,916000,Low,,jshen,,NA,NA,3915,5,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
58,505,592,SHR,2012/5/31,20.20000076,0.870000005,142,8.140000343,9.420000076,13.30000019,TRUE,srohrer,lrojas,0.650160248,1.538082346,51020,53.82615383,1055,,2012,5,1,1/0/1900,1/0/1900,10,914945,916000,Low,,jshen,,NA,NA,3921,1,NA,,,,Terrestrial Non-Insects,,Arachnida,Araneida,,
63,505,592,SHR,2012/5/31,20.20000076,0.870000005,142,8.140000343,9.420000076,13.30000019,TRUE,srohrer,lrojas,1.950480745,1.538082346,51020,53.82615383,1055,,2012,5,1,1/0/1900,1/0/1900,10,914945,916000,Low,,jshen,,NA,NA,3917,3,NA,,,,Terrestrial Insects,,,Coleoptera,,
64,505,592,SHR,2012/5/31,20.20000076,0.870000005,142,8.140000343,9.420000076,13.30000019,TRUE,srohrer,lrojas,1.300320497,1.538082346,51020,53.82615383,1055,,2012,5,1,1/0/1900,1/0/1900,10,914945,916000,Low,,jshen,,NA,NA,3918,2,NA,,,,Terrestrial Insects,,,Diptera,,
66,505,592,SHR,2012/5/31,20.20000076,0.870000005,142,8.140000343,9.420000076,13.30000019,TRUE,srohrer,lrojas,0.650160248,1.538082346,51020,53.82615383,1055,,2012,5,1,1/0/1900,1/0/1900,10,914945,916000,Low,,jshen,,NA,NA,3919,1,NA,,,,Terrestrial Insects,,,Hymenoptera,,
85,505,592,SHR,2012/5/31,20.20000076,0.870000005,142,8.140000343,9.420000076,13.30000019,TRUE,srohrer,lrojas,0.650160248,1.538082346,51020,53.82615383,1055,,2012,5,1,1/0/1900,1/0/1900,10,914945,916000,Low,,jshen,,NA,NA,3920,1,NA,,,,Terrestrial Insects,,,Thysanoptera,,
13,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,0.209632965,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3926,1,NA,,,,Aquatic Non-Insects,Arthropoda,Malacostraca,Mysidacea,Mysidae,
30,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,0.41926593,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3923,2,NA,,,,Aquatic Insects,Anthropoda,Insecta,Coleoptera,Dytiscidae,
34,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,0.628898896,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3924,3,NA,,,,Aquatic Insects,Anthropoda,Insecta,Diptera,Chironomidae,
44,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,0.41926593,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3922,2,NA,,,,Aquatic Insects,Anthropoda,Insecta,Hemiptera,Corixidae,
58,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,1.467430756,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3934,7,NA,,,,Terrestrial Non-Insects,,Arachnida,Araneida,,
63,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,2.096329652,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3929,10,NA,,,,Terrestrial Insects,,,Coleoptera,,
64,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,5.031191165,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3930,24,NA,,,,Terrestrial Insects,,,Diptera,,
66,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,1.886696687,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3932,9,NA,,,,Terrestrial Insects,,,Hymenoptera,,
68,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,0.41926593,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3931,2,NA,,,,Terrestrial Insects,,,Collembola,,
71,506,593,STTD,2012/5/31,21.29999924,0.150000006,389,7.920000076,7.21999979,127,TRUE,srohrer,lrojas,1.048164826,4.770242118,51020,166.9376069,3272,,2012,5,1,1/0/1900,1/0/1900,10,916728,920000,Low,,jshen,,NA,NA,3928,5,NA,,,,Terrestrial Insects,,,Hemiptera,,
